Serial	Primary	Secondary	Word	Remark
			a	
			i	
			ad	
			am	
			an	
			as	
			at	
			be	
			by	
			cd	
			do	
			go	
			he	
			if	
			in	
			is	
			it	
			me	
			my	
			no	
			of	
			ok	
			on	
			or	
			so	
			to	
			tv	
			up	
			we	
			add	
			age	
			ago	
			aid	
			aim	
			ala	
			alb	
			all	
			and	
			ani	
			any	
			arc	
			are	
			ash	
			ask	
			asp	
			auk	
			axe	
			bad	
			bar	
			bet	
			bid	
			big	
			bin	
			bit	
			bog	
			bra	
			bud	
			bug	
			but	
			buy	
			can	
			cob	
			cod	
			cot	
			cry	
			cub	
			cut	
			day	
			den	
			dew	
			did	
			die	
			dig	
			dip	
			dna	
			doe	
			dog	
			dot	
			dry	
			dud	
			due	
			eel	
			elk	
			elm	
			emu	
			end	
			era	
			ese	
			etc	
			far	
			fat	
			fee	
			fen	
			few	
			fig	
			fin	
			fir	
			fit	
			fix	
			flu	
			fob	
			for	
			fun	
			fur	
			gap	
			gay	
			get	
			git	
			god	
			got	
			gum	
			gun	
			guy	
			gym	
			had	
			has	
			hay	
			hen	
			her	
			hey	
			him	
			his	
			hit	
			hoe	
			hog	
			hot	
			how	
			hub	
			hut	
			ill	
			inn	
			its	
			jew	
			job	
			jot	
			joy	
			jug	
			lag	
			lan	
			lay	
			led	
			lei	
			let	
			lid	
			lie	
			lot	
			lye	
			mad	
			may	
			men	
			mix	
			mrs	
			new	
			nod	
			nor	
			not	
			now	
			oar	
			obi	
			odd	
			off	
			old	
			one	
			ore	
			ott	
			our	
			out	
			owe	
			own	
			pad	
			paw	
			pay	
			pea	
			per	
			pew	
			pha	
			pig	
			pop	
			put	
			pvc	
			rag	
			ram	
			ran	
			rat	
			raw	
			rib	
			rid	
			rip	
			rob	
			rot	
			row	
			rum	
			sac	
			sad	
			sat	
			saw	
			say	
			see	
			set	
			sex	
			she	
			sin	
			sir	
			sit	
			six	
			ski	
			sow	
			sue	
			sum	
			sun	
			suv	
			tam	
			tax	
			ten	
			the	
			tic	
			tom	
			ton	
			too	
			try	
			two	
			urn	
			use	
			via	
			wad	
			was	
			way	
			wet	
			who	
			why	
			win	
			yam	
			yes	
			yet	
			yew	
			yin	
			you	
			zoo	
			able	
			acid	
			alga	
			also	
			alto	
			amia	
			anas	
			anoa	
			apse	
			arab	
			aunt	
			aves	
			away	
			axis	
			babe	
			bail	
			bait	
			bake	
			bale	
			band	
			bang	
			bark	
			barn	
			bass	
			beak	
			bear	
			beat	
			beef	
			been	
			beer	
			beet	
			bend	
			bent	
			best	
			bite	
			blow	
			boar	
			boil	
			bolt	
			bomb	
			bore	
			born	
			both	
			bowl	
			brow	
			burn	
			bust	
			busy	
			cafe	
			calf	
			call	
			calm	
			came	
			cane	
			cape	
			carp	
			chap	
			chef	
			chip	
			chop	
			chub	
			chug	
			clef	
			clue	
			code	
			coke	
			cold	
			colt	
			come	
			cone	
			cool	
			cope	
			copy	
			cost	
			craw	
			crew	
			crib	
			crop	
			cups	
			curl	
			cusp	
			cyst	
			dame	
			dare	
			dart	
			dash	
			data	
			dead	
			deal	
			dear	
			debt	
			deep	
			deer	
			dhow	
			diet	
			dike	
			dill	
			dirt	
			disc	
			dive	
			dock	
			does	
			done	
			dory	
			down	
			drag	
			draw	
			drug	
			duct	
			dull	
			dump	
			duty	
			each	
			earn	
			ease	
			easy	
			eave	
			eddy	
			edit	
			else	
			envy	
			epee	
			even	
			ever	
			fade	
			fail	
			fame	
			fart	
			fast	
			fate	
			fawn	
			fear	
			feed	
			fell	
			felt	
			fice	
			fill	
			fine	
			firm	
			five	
			flax	
			flea	
			flee	
			foal	
			foam	
			fold	
			folk	
			font	
			fool	
			fort	
			four	
			fowl	
			from	
			full	
			fume	
			fund	
			gain	
			gale	
			galn	
			gang	
			garb	
			gave	
			gaze	
			gene	
			germ	
			gill	
			give	
			glad	
			glen	
			glut	
			golf	
			gone	
			gong	
			good	
			gown	
			grab	
			gram	
			gray	
			grew	
			grey	
			grit	
			grow	
			gulf	
			gyro	
			hail	
			hang	
			hard	
			harm	
			harp	
			hate	
			have	
			hear	
			heel	
			held	
			hell	
			helo	
			help	
			hemp	
			here	
			hers	
			hide	
			high	
			hire	
			hiss	
			hive	
			hold	
			holy	
			hood	
			hoof	
			hops	
			hose	
			host	
			huge	
			hunt	
			hurt	
			icon	
			inch	
			into	
			iris	
			jail	
			jazz	
			jeff	
			jerk	
			joey	
			joke	
			judo	
			july	
			jump	
			june	
			junk	
			jury	
			just	
			jute	
			kale	
			keep	
			kept	
			kill	
			kilt	
			kiss	
			knew	
			knot	
			know	
			lamb	
			lame	
			lark	
			last	
			late	
			lava	
			lazy	
			lean	
			leek	
			lend	
			less	
			lier	
			like	
			lime	
			limo	
			lisa	
			loaf	
			loan	
			loft	
			lone	
			long	
			lose	
			loss	
			lost	
			lots	
			loud	
			lout	
			luck	
			lump	
			lute	
			lynx	
			lyre	
			made	
			maid	
			main	
			make	
			male	
			manx	
			many	
			mare	
			mark	
			mast	
			mate	
			mean	
			meat	
			meet	
			melt	
			meow	
			mere	
			mess	
			mice	
			midi	
			mile	
			mill	
			mime	
			mini	
			miss	
			moat	
			mole	
			moon	
			more	
			most	
			moth	
			move	
			much	
			mule	
			must	
			mutt	
			myth	
			navy	
			near	
			neat	
			need	
			next	
			nice	
			nine	
			node	
			none	
			noon	
			noun	
			obey	
			oboe	
			odds	
			okay	
			okra	
			once	
			only	
			onto	
			open	
			over	
			oxen	
			pace	
			pail	
			pain	
			pale	
			pans	
			pard	
			pass	
			past	
			path	
			peen	
			peer	
			pelt	
			perp	
			pick	
			pier	
			pike	
			pile	
			pimp	
			ping	
			pink	
			pint	
			piss	
			pith	
			plow	
			plus	
			poll	
			pony	
			poof	
			poor	
			pose	
			pots	
			pour	
			pray	
			prow	
			pull	
			pupa	
			purr	
			push	
			quit	
			raft	
			rage	
			rail	
			rank	
			rare	
			read	
			real	
			rear	
			reef	
			rely	
			rest	
			rich	
			ride	
			rise	
			robe	
			roll	
			rude	
			ruin	
			rush	
			ruth	
			safe	
			sage	
			said	
			sake	
			sale	
			same	
			sari	
			sash	
			save	
			scow	
			seal	
			seat	
			seek	
			seem	
			sell	
			send	
			sent	
			sexy	
			shed	
			shin	
			shit	
			shot	
			show	
			shut	
			sick	
			sigh	
			sill	
			silo	
			sled	
			slow	
			smog	
			snap	
			snob	
			soft	
			some	
			soon	
			soot	
			soul	
			spit	
			spur	
			stag	
			stay	
			stir	
			stop	
			stud	
			such	
			suck	
			sure	
			swag	
			take	
			talk	
			tall	
			tame	
			tard	
			taxi	
			team	
			tear	
			teen	
			tell	
			temp	
			tend	
			than	
			that	
			thaw	
			them	
			then	
			they	
			thin	
			this	
			thus	
			tidy	
			till	
			time	
			tiny	
			tire	
			toad	
			toga	
			togs	
			told	
			tomb	
			tone	
			took	
			toot	
			tote	
			tour	
			tram	
			trap	
			tray	
			trim	
			true	
			tuba	
			tune	
			turn	
			tutu	
			twin	
			tyre	
			ugly	
			undo	
			upon	
			urge	
			used	
			vane	
			vary	
			vast	
			veal	
			verb	
			very	
			vibe	
			visa	
			vise	
			volt	
			wage	
			wait	
			wake	
			walk	
			want	
			warm	
			warn	
			wash	
			wasp	
			weak	
			wear	
			weed	
			well	
			went	
			were	
			what	
			when	
			whom	
			wide	
			wild	
			will	
			wine	
			wipe	
			wish	
			with	
			worm	
			wrap	
			wren	
			yawl	
			yawn	
			yeah	
			year	
			yell	
			yoga	
			yoke	
			your	
			yurt	
			zero	
			zone	
			abbey	
			about	
			above	
			abuse	
			addax	
			adder	
			adult	
			aedes	
			after	
			again	
			agama	
			agent	
			aglet	
			agree	
			alder	
			algae	
			alibi	
			alley	
			allow	
			alloy	
			alone	
			along	
			alpha	
			alula	
			ameba	
			among	
			anger	
			angry	
			anime	
			ankle	
			anole	
			aphid	
			aphis	
			april	
			apron	
			arame	
			argal	
			argus	
			armor	
			arrow	
			ascot	
			aside	
			aspis	
			asset	
			attic	
			audad	
			awake	
			bacon	
			bagel	
			baker	
			banjo	
			barge	
			based	
			bayou	
			beard	
			beech	
			began	
			begin	
			being	
			belly	
			below	
			beret	
			berry	
			bidet	
			bijou	
			birch	
			birth	
			blame	
			blank	
			bleed	
			blind	
			block	
			bloom	
			bongo	
			boots	
			booty	
			bosom	
			bough	
			bower	
			boxer	
			brace	
			brand	
			break	
			brief	
			bring	
			broad	
			broke	
			brome	
			brood	
			brook	
			buddy	
			buggy	
			bugle	
			build	
			bunch	
			burst	
			cacao	
			caddy	
			cadet	
			cameo	
			canoe	
			canon	
			capon	
			cargo	
			carol	
			carry	
			cause	
			cello	
			chafe	
			chaos	
			chard	
			chart	
			chase	
			cheap	
			check	
			chick	
			chief	
			chill	
			chime	
			china	
			chino	
			chive	
			chord	
			churn	
			claim	
			clank	
			clasp	
			clave	
			clean	
			clear	
			cleat	
			clerk	
			click	
			climb	
			cloak	
			clogs	
			close	
			clove	
			codon	
			colon	
			comic	
			comma	
			conga	
			congo	
			couch	
			could	
			count	
			court	
			craft	
			crash	
			crazy	
			creek	
			crest	
			crime	
			crook	
			cross	
			croup	
			crude	
			cruel	
			crush	
			curio	
			cycle	
			cynic	
			daisy	
			david	
			debit	
			delay	
			demur	
			denim	
			derby	
			devil	
			diner	
			dirty	
			disco	
			ditch	
			divan	
			diver	
			doubt	
			dozen	
			draft	
			drake	
			drift	
			drive	
			drunk	
			dryer	
			dwarf	
			eager	
			early	
			easel	
			edger	
			eight	
			elect	
			elite	
			emery	
			empty	
			enemy	
			enjoy	
			enter	
			epoch	
			epoxy	
			equal	
			error	
			essay	
			every	
			exact	
			exile	
			exist	
			extra	
			facet	
			fairy	
			faith	
			false	
			fanny	
			fault	
			favor	
			feist	
			felid	
			ferry	
			fetus	
			fewer	
			fiber	
			fibre	
			fifth	
			fifty	
			fight	
			filly	
			filth	
			final	
			finch	
			fired	
			first	
			fitch	
			fixed	
			flank	
			flare	
			flash	
			flask	
			fleck	
			flint	
			float	
			flock	
			flood	
			flour	
			fluke	
			focus	
			foram	
			foray	
			forth	
			forty	
			forum	
			fossa	
			found	
			freon	
			fresh	
			frost	
			frown	
			fucus	
			fully	
			fungi	
			funny	
			futon	
			gauge	
			geese	
			ghost	
			given	
			gland	
			grand	
			grant	
			grave	
			great	
			greek	
			grief	
			grill	
			gross	
			guard	
			guess	
			guilt	
			habit	
			happy	
			haunt	
			heard	
			heavy	
			hedge	
			helen	
			hello	
			heron	
			hinge	
			hobby	
			honor	
			hotel	
			hovel	
			human	
			humor	
			hurry	
			hutch	
			hyena	
			ideal	
			igloo	
			image	
			imply	
			inbox	
			index	
			inlay	
			inlet	
			inner	
			input	
			iraqi	
			irish	
			irony	
			issue	
			james	
			jiffy	
			joint	
			jumbo	
			karen	
			kayak	
			kazoo	
			kendo	
			ketch	
			kiosk	
			kitty	
			knife	
			knock	
			label	
			labor	
			lanai	
			larch	
			large	
			lasso	
			later	
			latex	
			lathe	
			latin	
			latte	
			laugh	
			layer	
			learn	
			leash	
			least	
			leave	
			legal	
			lemur	
			lever	
			lilac	
			limit	
			liner	
			liter	
			llama	
			local	
			locus	
			logic	
			loose	
			lover	
			lower	
			lucky	
			lunge	
			lycra	
			lyric	
			madam	
			major	
			maker	
			mambo	
			mania	
			manor	
			maple	
			march	
			marry	
			marsh	
			match	
			maybe	
			mayor	
			meant	
			meter	
			metro	
			might	
			miner	
			minor	
			miter	
			mixed	
			mixer	
			mocha	
			model	
			modem	
			moral	
			motel	
			mound	
			mount	
			mover	
			mower	
			naked	
			nasty	
			never	
			newly	
			nexus	
			niche	
			niece	
			ninth	
			noble	
			norse	
			noted	
			novel	
			nudge	
			nylon	
			oasis	
			occur	
			octet	
			offer	
			often	
			oldie	
			omega	
			opera	
			opium	
			order	
			organ	
			other	
			otter	
			ought	
			ounce	
			outer	
			ovary	
			panel	
			panic	
			pansy	
			pants	
			panty	
			parka	
			party	
			paste	
			patio	
			pause	
			payee	
			peach	
			pedal	
			peony	
			perch	
			petal	
			phase	
			photo	
			piece	
			piety	
			pinto	
			pitch	
			plain	
			plier	
			plume	
			poppy	
			porch	
			potty	
			pouch	
			pound	
			press	
			prick	
			pride	
			prime	
			prior	
			prize	
			proof	
			prose	
			proud	
			prove	
			pupil	
			puppy	
			quack	
			quail	
			quart	
			quill	
			quite	
			quote	
			rabbi	
			racer	
			radar	
			rainy	
			raise	
			ramie	
			ranch	
			rapid	
			raven	
			rayon	
			reach	
			react	
			ready	
			refer	
			relax	
			reply	
			rhyme	
			rider	
			ridge	
			riser	
			rival	
			roast	
			rough	
			round	
			royal	
			rugby	
			ruler	
			rural	
			sabre	
			sales	
			salon	
			satin	
			scarp	
			scope	
			score	
			scorn	
			scrim	
			scrip	
			seize	
			sense	
			sepal	
			serum	
			serve	
			seven	
			sewer	
			shack	
			shale	
			shall	
			shame	
			shape	
			share	
			sharp	
			shave	
			shawl	
			shear	
			shift	
			shine	
			shoat	
			shock	
			shoes	
			shoot	
			shore	
			short	
			shred	
			shrug	
			sight	
			silly	
			since	
			sitar	
			sixth	
			skull	
			skunk	
			slash	
			slate	
			slave	
			slice	
			slide	
			slime	
			small	
			smart	
			smash	
			smock	
			socks	
			solar	
			solve	
			sorry	
			spank	
			spare	
			spasm	
			speak	
			speed	
			spell	
			spend	
			spike	
			spine	
			spite	
			split	
			spoke	
			sport	
			spray	
			spume	
			stack	
			staff	
			stain	
			stair	
			stake	
			stalk	
			stare	
			start	
			stead	
			steal	
			steps	
			stiff	
			still	
			stock	
			stole	
			stood	
			stool	
			store	
			strap	
			strip	
			stuff	
			style	
			suede	
			sunny	
			super	
			swamp	
			swath	
			swear	
			sweat	
			sweep	
			sweet	
			swell	
			swiss	
			synod	
			syrup	
			tabby	
			taste	
			teach	
			teeth	
			tempo	
			tenor	
			tenth	
			tepee	
			terms	
			thank	
			their	
			theme	
			there	
			these	
			thick	
			think	
			third	
			thong	
			those	
			three	
			throw	
			tiara	
			tight	
			timer	
			tired	
			title	
			today	
			tongs	
			toque	
			torso	
			total	
			tough	
			trace	
			track	
			trail	
			tramp	
			trash	
			treat	
			trend	
			trial	
			tribe	
			trick	
			troop	
			trout	
			trove	
			truly	
			trust	
			tummy	
			tunic	
			twice	
			twine	
			tyvek	
			under	
			unity	
			until	
			upper	
			urban	
			usage	
			usher	
			usual	
			valve	
			vapor	
			vault	
			veldt	
			verve	
			villa	
			vinyl	
			viola	
			virus	
			visit	
			visor	
			vital	
			vixen	
			vodka	
			voter	
			vowel	
			wafer	
			waist	
			waste	
			wedge	
			weigh	
			weird	
			wharf	
			where	
			which	
			whole	
			whorl	
			whose	
			widow	
			width	
			witch	
			women	
			works	
			worry	
			worst	
			worth	
			would	
			wreck	
			write	
			wrong	
			wrote	
			yacht	
			yeast	
			yield	
			young	
			yours	
			abacus	
			abroad	
			acarid	
			acarus	
			access	
			across	
			acting	
			action	
			active	
			adapid	
			advice	
			aerobe	
			affair	
			affect	
			afghan	
			afraid	
			agamid	
			agency	
			agenda	
			agouti	
			airbag	
			airbus	
			alcove	
			almost	
			alpaca	
			alpine	
			always	
			amazon	
			amnion	
			amnios	
			amoeba	
			amount	
			anabas	
			analog	
			angler	
			angora	
			animal	
			anklet	
			annual	
			anorak	
			answer	
			antler	
			anuran	
			anyhow	
			anyone	
			aoudad	
			appeal	
			appear	
			archer	
			argali	
			arista	
			armour	
			around	
			arrive	
			ashram	
			aspect	
			assist	
			atrium	
			attack	
			august	
			auklet	
			avenue	
			avocet	
			baboon	
			badger	
			bakery	
			ballet	
			banker	
			baobab	
			barber	
			barium	
			barrel	
			basing	
			bather	
			batter	
			battle	
			beaker	
			beanie	
			beauty	
			beaver	
			become	
			before	
			beggar	
			behave	
			behest	
			behind	
			belfry	
			belief	
			bengal	
			better	
			beyond	
			bikini	
			bitter	
			blazer	
			blight	
			blouse	
			bobcat	
			bolero	
			bomber	
			bonnet	
			bonsai	
			bootee	
			bootie	
			borrow	
			botany	
			bother	
			bought	
			bowler	
			bowtie	
			brandy	
			breast	
			breeze	
			briefs	
			bright	
			broken	
			broker	
			bronco	
			bronze	
			brooch	
			buckle	
			budget	
			buffer	
			buffet	
			bullet	
			bumper	
			burial	
			burned	
			burner	
			bustle	
			butane	
			cabana	
			caftan	
			calico	
			cancel	
			canopy	
			career	
			carpet	
			carter	
			casino	
			catsup	
			cattle	
			caught	
			cavity	
			celery	
			census	
			center	
			cereal	
			chaise	
			chalet	
			chance	
			change	
			chapel	
			charge	
			cheque	
			choice	
			choker	
			choose	
			chorus	
			chrome	
			church	
			cicada	
			cinema	
			circus	
			cirrus	
			citron	
			clause	
			cleric	
			clever	
			client	
			closet	
			clothe	
			cloudy	
			clutch	
			cobweb	
			coffin	
			cognac	
			colony	
			colour	
			column	
			combat	
			common	
			condor	
			consul	
			cooked	
			cooker	
			corner	
			cornet	
			corral	
			cougar	
			county	
			couple	
			course	
			cousin	
			cowboy	
			cradle	
			cravat	
			crease	
			create	
			creche	
			crocus	
			crotch	
			crying	
			cuckoo	
			cupola	
			curler	
			cursor	
			cutlet	
			cymbal	
			dagger	
			damage	
			dancer	
			danger	
			daniel	
			daybed	
			dealer	
			debate	
			debtor	
			decide	
			defect	
			delete	
			demand	
			depend	
			deputy	
			design	
			desire	
			detail	
			devote	
			diadem	
			diaper	
			dibble	
			dickey	
			differ	
			digger	
			dimple	
			dinghy	
			dining	
			dinner	
			direct	
			dirndl	
			dishes	
			divide	
			diving	
			dollar	
			dolman	
			domain	
			double	
			driver	
			duffel	
			dugout	
			during	
			duster	
			dynamo	
			easily	
			editor	
			edward	
			effect	
			effort	
			eggnog	
			eighth	
			either	
			eleven	
			elixir	
			emerge	
			empire	
			employ	
			enable	
			engage	
			enigma	
			enough	
			ensure	
			entire	
			eponym	
			equate	
			escape	
			estate	
			ethics	
			ethnic	
			europe	
			evolve	
			exceed	
			except	
			excite	
			excuse	
			expand	
			expect	
			expert	
			export	
			expose	
			extend	
			extent	
			eyelid	
			fabric	
			factor	
			fairly	
			family	
			famous	
			fascia	
			fedora	
			feeble	
			feeder	
			feeler	
			feline	
			fellow	
			felony	
			female	
			fender	
			ferret	
			fiddle	
			figure	
			finish	
			firing	
			fisher	
			flavor	
			fleece	
			flight	
			foetus	
			folder	
			follow	
			fondue	
			forget	
			formal	
			format	
			former	
			fourth	
			freeze	
			french	
			fresco	
			friday	
			fridge	
			friend	
			fringe	
			frozen	
			fucoid	
			fulmar	
			funnel	
			fusion	
			future	
			gaffer	
			galley	
			gallon	
			gander	
			garage	
			garter	
			gather	
			gazebo	
			gender	
			gentle	
			gently	
			george	
			gerbil	
			german	
			geyser	
			gifted	
			girdle	
			glance	
			glider	
			global	
			gloves	
			golden	
			goodie	
			gopher	
			gossip	
			govern	
			granny	
			gravel	
			grease	
			groove	
			grouse	
			growth	
			guilty	
			gutter	
			hamaki	
			handle	
			hanger	
			happen	
			harbor	
			hardly	
			hatbox	
			hatred	
			health	
			hearth	
			heated	
			heater	
			heaven	
			height	
			heyday	
			highly	
			hobbit	
			hollow	
			honest	
			hornet	
			horror	
			hostel	
			hubcap	
			hugger	
			humour	
			hunger	
			hungry	
			hunter	
			icicle	
			ignore	
			impact	
			import	
			impose	
			indeed	
			indian	
			infant	
			inform	
			injury	
			inland	
			inside	
			insist	
			instep	
			intend	
			intent	
			invent	
			invest	
			invite	
			itself	
			jaguar	
			jewish	
			jockey	
			joiner	
			jumper	
			junior	
			junker	
			junket	
			karate	
			keeper	
			kennel	
			killer	
			kimono	
			kitten	
			klomps	
			knight	
			knives	
			labour	
			lapdog	
			laptop	
			larder	
			lately	
			latter	
			launch	
			leader	
			league	
			leaker	
			leaver	
			legacy	
			legend	
			legume	
			length	
			lentil	
			lesson	
			likely	
			liquor	
			listen	
			litter	
			little	
			living	
			loafer	
			locate	
			locker	
			locust	
			loggia	
			lonely	
			lotion	
			lounge	
			lovely	
			maiden	
			mainly	
			makeup	
			mallet	
			manage	
			maniac	
			manner	
			mantel	
			mantle	
			mantua	
			maraca	
			margin	
			marked	
			master	
			mature	
			medium	
			melody	
			member	
			mental	
			merely	
			method	
			middle	
			mimosa	
			minion	
			misfit	
			mister	
			mitten	
			mobile	
			modern	
			modest	
			moment	
			monday	
			monger	
			morsel	
			mosque	
			mostly	
			mouser	
			mousse	
			mouton	
			mukluk	
			murder	
			museum	
			muslim	
			mutual	
			myself	
			naming	
			napkin	
